token_count,type_token_ratio,mean_token_length,median_token_length,token_entropy,normalized_token_entropy,zipf_slope,prefix_entropy,core_entropy,suffix_entropy,H_suffix_given_core,H_core_given_prefix,MI_core_suffix,suffix_from_core_top1,suffix_from_core_top3,top_token_family_concentration,pcs_valid_count,line_initial_concentration_score,line_final_concentration_score,bigram_entropy,line_internal_shuffled_bigram_entropy,ordering_contribution,same_core_clustering_ratio,same_prefix_core_clustering_ratio,folio_id,section_label,folio_order_n
49,0.7551020408163265,4.795918367346939,5.0,4.927944855249836,0.9459619866766719,-0.3960571691056848,3.7229855278666606,3.9218978810372245,1.847992163004206,0.2272727272727273,0.9261850804432907,1.6207194357314791,0.8863636363636364,1.0,0.14285714285714285,44,0.0,0.27516590849424005,5.3923174227787625,5.37898408944543,-0.013333333333332753,0.898082744702321,0.8309603934765727,f11r,herbal,110
48,0.8958333333333334,4.3125,4.0,5.33496250072116,0.983174014150006,-0.20335285010300277,3.544880681317119,4.369707376737533,1.9739907092841498,0.2504443183784972,1.378301316829213,1.723546390905653,0.9090909090909091,1.0,0.08333333333333333,33,0.0,0.0,5.357552004618081,5.35755200461808,-8.881784197001252e-16,1.1418685121107266,0.5268935236004391,f11v,herbal,111
69,0.8260869565217391,4.826086956521739,5.0,5.738817572657484,0.9838720700581,-0.2927515733080581,4.1701758893676475,4.494671601701996,1.996209732572459,0.2925614394718651,1.1911978802965066,1.7036482931005934,0.8983050847457628,1.0,0.043478260869565216,59,0.0,0.015141338212453448,5.882643049361836,5.881965083260142,-0.0006779661016942384,1.032661325820935,0.868752919196637,f13r,herbal,130
61,0.8688524590163934,4.508196721311475,5.0,5.610904960442769,0.9795710336676886,-0.24134903658216483,3.8030458959869913,4.450880277615356,2.3363254268652676,0.3990401596204993,1.2513349768751787,1.9372852672447682,0.8723404255319149,0.9787234042553191,0.06557377049180328,47,0.0,0.0,5.6724253419715005,5.66928808706954,-0.0031372549019605955,0.832503201935392,0.9291166848418756,f13v,herbal,131
74,0.8513513513513513,4.648648648648648,5.0,5.858102014277603,0.9800615144768842,-0.2668853414302443,3.88788738034979,4.867824354769851,2.5568818716552,0.40677966101694923,1.6090796096533466,2.150102210638251,0.847457627118644,0.9830508474576272,0.05405405405405406,59,-2.220446049250313e-16,-2.220446049250313e-16,5.930737337562883,5.929425862153048,-0.0013114754098353387,1.1021532809470354,0.540045766590389,f14r,herbal,140
70,0.7714285714285715,4.6,5.0,5.484122167534538,0.9529503687905039,-0.35982508453981876,3.8297945880295927,4.65168305940346,1.862402399284703,0.0812099892171822,1.3004447842477231,1.78119241006752,0.9803921568627451,1.0,0.1,51,0.0,0.0,5.897950452316981,5.915407866250698,0.017457413933716914,0.996262219666475,1.2457684495599186,f14v,herbal,141
90,0.7777777777777778,4.677777777777778,4.0,5.9588067802070315,0.972186594049151,-0.3557418408478899,3.9613508637575716,4.640637318877526,2.096450676524845,0.2393233707532942,1.424357607789767,1.857127305771551,0.927536231884058,1.0,0.05555555555555555,69,2.220446049250313e-16,2.220446049250313e-16,6.228818690495891,6.20921608382807,-0.019602606667820766,0.7867240319606639,0.8455061007045886,f15r,herbal,150
66,0.696969696969697,4.484848484848484,4.0,5.2639429829292625,0.9529979069315846,-0.4711084532744647,3.4642023740277454,3.975771910344423,2.060145579679154,0.29892377446738294,1.0078449101226994,1.76122180521177,0.8627450980392157,1.0,0.09090909090909091,51,0.0,0.011890908425879476,5.7548875021634665,5.7276616595692715,-0.027225842594194916,1.2193909260410192,1.14450441609421,f15v,herbal,151
82,0.8414634146341463,4.548780487804878,4.5,6.012860998441373,0.9843393508508187,-0.2760986685546978,4.596572124689866,4.734119002158114,2.208405233856597,0.2526214677740502,1.0143328357529056,1.9557837660825466,0.9180327868852459,1.0,0.036585365853658534,61,-2.220446049250313e-16,-2.220446049250313e-16,6.108524456778164,6.105625906053526,-0.0028985507246375164,0.9332664325137981,0.8450060901339833,f16r,herbal,160
71,0.7887323943661971,4.830985915492958,5.0,5.677778457471906,0.9776875244711601,-0.344689470468222,3.322943393152704,4.605851127144316,2.2165696122516834,0.3800752234847192,1.7923599663662666,1.8364943887669636,0.8571428571428571,1.0,0.056338028169014086,56,0.010702744148229915,0.010702744148229915,5.85798099512757,5.850394788231017,-0.007586206896553094,0.7926657263751763,0.7017252820172529,f16v,herbal,161
